,RepoID,IssueID,Title_Description,AST,FixedByID,Name,CreatedDate
3074,aspnetcoreWebScrap,1867,possibl type equal bug use gener oper deseri titl possibl type equal bug use gener oper deseri scenario implement iequalitycompar simplifi life test work fine compar deseri version object function impact oper behav deseri serial involv comparison two valu use oper without serial involv consist minim repro step creat full repro project includ workaround myclassequalitycompar alternateequ pleas note simplic sake myclassequalitycompar implement iequalitycompar sinc need minim repro step expect result method call compar equal return true sinc valu valu compar follow valu valu actual result result fals conclus hope right place bit hard figur repo gener issu post feel free point right way,,unknown,unknown,2016-07-12
3071,aspnetcoreWebScrap,1865,unabl use core asp net core web applic net framework creat new asp net core web applic net framework select web applic chang authent user account updat nuget packag run visual studio error fileloadexcept could load file assembl microsoft aspnetcor http featur version cultur neutral publickeytoken adb ddae one depend locat assembl manifest definit match assembl refer except hresult im run window vs updat,,unknown,unknown,2016-07-12
3073,aspnetcoreWebScrap,1866,compilationfailedexcept asp net core net framework visual studio rc repro error visual studio rc creat new asp net core web applic net framework project add code index cshtml error compilationfailedexcept type dictionari defin assembl referenc must add refer assembl system collect version cultur neutral publickeytoken dicterror except caus todictionari call complain know dictionari instanti empti dictionari first line work fine also happen razor cshtml code work regular class,<bm>mainvoidpredefinedtype|methoddeclaration|parameterlist|parameter|arraytype|predefinedtypestringvoidpredefinedtype|methoddeclaration|parameterlist|parameterargsvoidpredefinedtype|methoddeclarationmethod_namestringpredefinedtype|arraytype|parameterargsstringpredefinedtype|typeargumentlist|genericnamedictionarystringpredefinedtype|typeargumentlist|genericnamedictionarystringpredefinedtype|typeargumentlist|genericname|objectcreationexpression|equalsvalueclause|variabledeclarator|variabledeclaration|genericnamedictionarystringpredefinedtype|typeargumentlist|genericname|objectcreationexpression|equalsvalueclause|variabledeclarator|variabledeclaration|genericnamedictionarystringpredefinedtype|typeargumentlist|genericname|variabledeclaration|variabledeclarator|equalsvalueclause|objectcreationexpression|genericnamedictionarystringpredefinedtype|typeargumentlist|genericname|variabledeclaration|variabledeclarator|equalsvalueclause|objectcreationexpression|genericnamedictionarystringpredefinedtype|typeargumentlist|genericnamedictionarystringpredefinedtype|typeargumentlist|genericnamedictionarystringpredefinedtype|typeargumentlist|genericnamedictionarystringpredefinedtype|typeargumentlist|genericnamedictionarystringpredefinedtype|typeargumentlist|genericname|variabledeclaration|variabledeclaratorteststringpredefinedtype|typeargumentlist|genericname|variabledeclaration|variabledeclaratorteststringpredefinedtype|typeargumentlist|genericname|objectcreationexpression|equalsvalueclause|variabledeclaratorteststringpredefinedtype|typeargumentlist|genericname|objectcreationexpression|equalsvalueclause|variabledeclaratorteststringpredefinedtype|arraytype|arraycreationexpression|arrayinitializerexpression|stringliteralexpressionteststringpredefinedtype|arraytype|arraycreationexpression|equalsvalueclause|variabledeclaratorteststringpredefinedtype|typeargumentlist|genericname1|simplememberaccessexpression|identifiername0teststringpredefinedtype|typeargumentlist|genericname1|simplememberaccessexpression|identifiername0teststringpredefinedtype|typeargumentlist|genericnameto|dictionarystringpredefinedtype|typeargumentlist|genericnameto|dictionarystringpredefinedtype|typeargumentlist|genericname|variabledeclaration|variabledeclaratorteststringpredefinedtype|typeargumentlist|genericname|variabledeclaration|variabledeclaratorteststringpredefinedtype|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorteststringpredefinedtype|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorteststringpredefinedtype|arraytype|parameter|parameterlist|methoddeclarationmethod_namestringpredefinedtype|typeargumentlist|genericname|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namestringpredefinedtype|typeargumentlist|genericname|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namestringpredefinedtype|typeargumentlist|genericname|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namestringpredefinedtype|typeargumentlist|genericname|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|genericnamedictionaryargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|genericnamedictionaryargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratortestargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratortestargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratortestargsparameter|parameterlist|methoddeclarationmethod_namedictionarygenericname|variabledeclaration|variabledeclaratortestdictionarygenericname|objectcreationexpression|equalsvalueclause|variabledeclaratortestdictionarygenericname|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratortestdictionarygenericname|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratortestdictionarygenericname|variabledeclaration|variabledeclarator|equalsvalueclause|invocationexpression|simplememberaccessexpression0|identifiername0testdictionarygenericname|variabledeclaration|variabledeclarator|equalsvalueclause|invocationexpression|simplememberaccessexpression0|genericname1to|dictionarydictionarygenericname|variabledeclaration|variabledeclaratortestdictionarygenericname|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namedictionarygenericname|objectcreationexpression|equalsvalueclause|variabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namedictionarygenericname|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nametestvariabledeclarator|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratortesttestvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameteststringliteralexpression|arrayinitializerexpression|arraycreationexpression|equalsvalueclause|variabledeclaratortesttestidentifiername0|simplememberaccessexpression|genericname1to|dictionarytestidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplelambdaexpression|parameterxtestidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplelambdaexpression|identifiernamextestvariabledeclarator|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratortesttestidentifiername0|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratortesttestvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameto|dictionarygenericname1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplelambdaexpression|parameterxto|dictionarygenericname1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplelambdaexpression|identifiernamexto|dictionarygenericname1|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratortestxparameter|simplelambdaexpression|argument0|argumentlist1|invocationexpression|equalsvalueclause|variabledeclaratortestxidentifiername|simplelambdaexpression|argument0|argumentlist1|invocationexpression|equalsvalueclause|variabledeclaratortesttestvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namestringpredefinedtype|typeargumentlist|predefinedtypestringstringpredefinedtype|typeargumentlist|predefinedtypestringstringpredefinedtype|typeargumentlist|predefinedtypestringstringpredefinedtype|typeargumentlist|predefinedtypestringstringpredefinedtype|typeargumentlist|predefinedtypestringstringpredefinedtype|typeargumentlist|predefinedtypestringstringpredefinedtype|typeargumentlist|predefinedtypestringstringpredefinedtype|typeargumentlist|predefinedtypestringdictionarygenericname|objectcreationexpression|equalsvalueclause|variabledeclarator|variabledeclaration|genericnamedictionarydictionarygenericname|variabledeclaration|variabledeclarator|equalsvalueclause|objectcreationexpression|genericnamedictionaryxidentifiername|simplelambdaexpression|parameterxxparameter|simplelambdaexpression|identifiernamex<em>,unknown,unknown,2016-07-12
6331,aspnetcoreWebScrap,1287,sha manag net core hello tri convert code net core troubl convert code basic hash password use sha manag anyon pleas assist internet abl find old conflict inform guess make sens chang much constantli thank youus sha sham new sha manag userpassword password sham computehash encod utf getbyt saltedpassword,,unknown,discussion,2016-08-02
6338,aspnetcoreWebScrap,1288,asp net window authent integr helloi creat intranet applic window authent enabl enabl window authent ii abl access applic log user window tri restrict control allow specif user role access content look sever document onlin asp net older version use author user contoso rick contoso keith contoso mike exampl applic tri author role domain group name get forbidden error also check offici asp net document dont see document window authent user role base access also post issu stackoverflow sure commun help much suggest realli appreci,,blowdart,bug,2016-08-02
1925,aspnetcoreWebScrap,1382,run web app ubuntu via coreclr rc updat want setup cross platform work environ develop window via vs run ubuntu work well window kestrel fail run ubuntu execut commanddnu restor error msg like show fail download depenc lib dont know fix,,unknown,unknown,2016-08-04
2845,aspnetcoreWebScrap,1383,question plan rc chang plan rc debug tool visual studio rc detail,,unknown,unknown,2016-08-04
6419,aspnetcoreWebScrap,1429,recur task would like know best practic implement recur task asp net core cross platform way seem reason outsourc long run task separ app im especi interest trigger task asp net app cours could use establish task schedul solut variou target system simpl thing would much easier could simpli configur time app directli trigger extern app scott hanselman wrote use blog post base phil haack post point risk regard old asp netsom risk certainli continu exist least issu ii david fowler mention use iapplicationlifetim find app want shut remain question execut code certain point time app trigger task extern process found code use tpl task delay timespan fromminut countdown continuewith continuewith would simpli start extern app calcul next execut time case guess wouldnt necessari use iapplicationlifetim would grate hear opinion,,unknown,unknown,2016-08-05
3816,aspnetcoreWebScrap,1556,microsoft extens cach memori rc final doesnt support servic addcach revert depend back rc final provid definit servic addcach complain three depend conflict expect rc get rc microsoft aspnetcor mvcmicrosoft aspnetcor mvc razor host microsoft aspnetcor mvc taghelp,,unknown,unknown,2016-08-06
5552,aspnetcoreWebScrap,1560,sqlserver session except rc asp net core web applic net framework tri access session rc asp net core web applic net framework get except could load file assembl system collect nongener version cultur neutral publickeytoken one depend work rc asp net core web applic net core detail,<bm>indexvoidpredefinedtype|methoddeclarationmethod_namehttp|contextidentifiername0|simplememberaccessexpression|identifiername1sessionhttp|contextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression|identifiername1set|stringhttp|contextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionhellohttp|contextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|stringliteralexpressionworldhttp|contextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namesessionidentifiername1|simplememberaccessexpression0|simplememberaccessexpression|identifiername1set|stringsessionidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionhellosessionidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|stringliteralexpressionworldsessionidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameset|stringidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionhelloset|stringidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|stringliteralexpressionworldset|stringidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|returnstatement|invocationexpression|identifiername0viewset|stringidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namehellostringliteralexpression|argument0|argumentlist|argument1|stringliteralexpressionworldhellostringliteralexpression|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameworldstringliteralexpression|argument1|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameviewidentifiername0|invocationexpression|returnstatement|block|methoddeclarationmethod_nameexceptioncommentexception<em><bm>aboutvoidpredefinedtype|methoddeclarationmethod_nameview|dataidentifiername0|elementaccessexpression|bracketedargumentlist1|argument0|stringliteralexpressionmessageview|dataidentifiername0|elementaccessexpression0|simpleassignmentexpression|stringliteralexpression1your|application|description|pageview|dataidentifiername0|elementaccessexpression0|simpleassignmentexpression|expressionstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorxview|dataidentifiername0|elementaccessexpression0|simpleassignmentexpression|expressionstatement|block|methoddeclarationmethod_namemessagestringliteralexpression|argument0|bracketedargumentlist1|elementaccessexpression0|simpleassignmentexpression|stringliteralexpression1your|application|description|pagemessagestringliteralexpression|argument0|bracketedargumentlist1|elementaccessexpression0|simpleassignmentexpression|expressionstatement|block|methoddeclarationmethod_nameyour|application|description|pagestringliteralexpression1|simpleassignmentexpression|expressionstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorxyour|application|description|pagestringliteralexpression1|simpleassignmentexpression|expressionstatement|block|methoddeclarationmethod_namehttp|contextidentifiername0|simplememberaccessexpression|identifiername1sessionhttp|contextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression|identifiername1get|stringhttp|contextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionhellohttp|contextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorxsessionidentifiername1|simplememberaccessexpression0|simplememberaccessexpression|identifiername1get|stringsessionidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionhellosessionidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorxget|stringidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionhelloget|stringidentifiername1|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorxhellostringliteralexpression|argument0|argumentlist1|invocationexpression|equalsvalueclause|variabledeclaratorxxvariabledeclarator|variabledeclaration|localdeclarationstatement|block|returnstatement|invocationexpression|identifiername0viewxvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameviewidentifiername0|invocationexpression|returnstatement|block|methoddeclarationmethod_nameexceptioncommentexception<em>,unknown,unknown,2016-08-06
4664,aspnetcoreWebScrap,1558,depend microsoft aspnet webapi client support framework netcoreapp version creat netcor consol applic use system net http sinc need includ code instal microsft aspnet webapi client depend use packag manag consol instal success encount error mention titl know need depend add support format content negoti system net http anyon help issu want add depend code found error httpcontent doesnot contain definit readasasync extens method readasasync accept first argument type httpcontent could found use respons content readasasync program cs,,unknown,unknown,2016-08-06
4675,aspnetcoreWebScrap,1559,could load type microsoft applicationinsight extens implement trace diagnosticslisten assembl microsoft applicationinsight version creat net core web applic tri run ubuntu help mono target framework face follow except unhandl except system typeloadexcept could load type microsoft applicationinsight extens implement trace diagnosticslisten assembl microsoft applicationinsight version cultur neutral publickeytoken bf ad microsoft aspnetcor host intern webhost initi filenam unknown microsoft aspnetcor host webhostbuild build fee filenam unknown socioboard program main system string arg home glb document socioboard src socioboard program cs error fatal unhandl except system typeloadexcept could load type microsoft applicationinsight extens implement trace diagnosticslisten assembl microsoft applicationinsight version cultur neutral publickeytoken bf ad microsoft aspnetcor host intern webhost initi filenam unknown microsoft aspnetcor host webhostbuild build fee filenam unknown project json depend microsoft applicationinsight aspnetcor rc final microsoft aspnetcor mvc rc final microsoft aspnetcor server iisintegr rc final microsoft aspnetcor server kestrel rc final microsoft extens configur environmentvari rc final microsoft extens configur fileextens rc final microsoft extens configur json rc final microsoft extens log rc final microsoft extens log consol rc final microsoft extens log debug rc final serilog rc serilog extens log rc serilog sink coloredconsol beta serilog sink rollingfil rc microsoft extens option configurationextens rc final microsoft extens option rc final mongodb bson mongodb driver mysql data mysql data entiti newtonsoft json nhibern linq stackexchang redi microsoft aspnetcor cor rc final tool microsoft aspnetcor server iisintegr tool version preview final import portabl net win dnxcore framework net frameworkassembl system xml depend nhibern buildopt emitentrypoint true preservecompilationcontext true runtimeopt gcserver true publishopt includ wwwroot view appset json web config script postpublish dotnet publish ii publish folder publishoutputpath framework publishfulltargetframework pleas help fix issu,,unknown,unknown,2016-08-06
4653,aspnetcoreWebScrap,1557,question implement oauth server asp net core web applic net core implement oauth server asp net core web applic net core,,unknown,unknown,2016-08-06
5557,aspnetcoreWebScrap,1561,ntlm support linux im run musicstor sampl app rc tag linux set aspnetcor env environ variabl ntlmauthent make use startupntlmauthent class ad consol output check claimsident popul withiv connect linux machin activ directori use realmd appear authent howev regist tri log appear fall back regular asp net ident fail follow exceptionsystem invalidoperationexcept authent handler configur handl scheme ident applicationcould someon confirm whether ntlm linux support,<bm>mainvoidpredefinedtype|methoddeclaration|parameterlist|parameter|arraytype|predefinedtypestringvoidpredefinedtype|methoddeclaration|parameterlist|parameterargsvoidpredefinedtype|methoddeclarationmethod_namestringpredefinedtype|arraytype|parameterargsstringpredefinedtype|arraytype|parameter|parameterlist|methoddeclarationmethod_nameargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratoridentityargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0consoleargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1write|lineargsparameter|parameterlist|methoddeclarationmethod_nameclaims|identityidentifiername|castexpression|simplememberaccessexpression|simplememberaccessexpression0|identifiername0contextclaims|identityidentifiername|castexpression|simplememberaccessexpression|simplememberaccessexpression0|identifiername1userclaims|identityidentifiername|castexpression|simplememberaccessexpression|identifiername1identityclaims|identityidentifiername|castexpression|equalsvalueclause|variabledeclaratoridentityclaims|identityidentifiername|castexpression|equalsvalueclause|variabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namecontextidentifiername0|simplememberaccessexpression|identifiername1usercontextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression|identifiername1identitycontextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression|castexpression|equalsvalueclause|variabledeclaratoridentityuseridentifiername1|simplememberaccessexpression0|simplememberaccessexpression|identifiername1identityuseridentifiername1|simplememberaccessexpression0|simplememberaccessexpression|castexpression|equalsvalueclause|variabledeclaratoridentityidentityidentifiername1|simplememberaccessexpression|castexpression|equalsvalueclause|variabledeclaratoridentityidentityvariabledeclarator|variabledeclaration|localdeclarationstatement|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0consoleidentityvariabledeclarator|variabledeclaration|localdeclarationstatement|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1write|lineidentityidentifiername0|simplememberaccessexpression|identifiername1nameidentityidentifiername0|simplememberaccessexpression|identifiername1labelidentityidentifiername0|simplememberaccessexpression|identifiername1authentication|typeidentityidentifiername0|simplememberaccessexpression|identifiername1is|authenticatedidentityidentifiername0|simplememberaccessexpression|identifiername1name|claim|typeidentityidentifiername0|simplememberaccessexpression|identifiername1role|claim|typeidentityvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameconsoleidentifiername0|simplememberaccessexpression|identifiername1write|lineconsoleidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namewrite|lineidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_name<em>,unknown,unknown,2016-08-06
5669,aspnetcoreWebScrap,1704,dotnet restor crash creat new project run dotnet restor throw nullreferenceexcept untitl guess issu im behind corpor firewal need authent im sure provid inform help troubleshoot pleas let know,,unknown,unknown,2016-08-08
5670,aspnetcoreWebScrap,1705,startup directori relat rout bug asp net core target net hello hope isnt wrong place pleas point post thank advanc im use net bug seem appear net matter test project teststartup class intern use origin startup class main project howev tri creat testserv use test client access control keep get error small reproduc repositori exampl found switch netcoreapp reproduc repositori issu goe away tri switch desir branch howev depend sever project dont target netcoreapp cant switch real project move teststartup class main project also work perfectli dont want pollut project test mock good solut either intend behaviour use separ startup class test project mock certain webservic like,,unknown,unknown,2016-08-08
4734,aspnetcoreWebScrap,1741,error econnreset connect reset peer environ window ii kestrel net web applic redi distribut cach use session except strang thing except throw condit met one miss eg use local host set instead configur real domain forward ip lb use browser websit access success pleas help user block thank,,unknown,unknown,2016-08-09
4732,aspnetcoreWebScrap,1739,add refer class librari error project json imag,<bm>configure|routesvoidpredefinedtype|methoddeclaration|parameterlist|parameter|identifiernamei|route|buildervoidpredefinedtype|methoddeclaration|parameterlist|parameterroute|buildervoidpredefinedtype|methoddeclarationmethod_namei|route|builderidentifiername|parameterroute|builderi|route|builderidentifiername|parameter|parameterlist|methoddeclarationmethod_nameroute|builderparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1map|routeroute|builderidentifiername0|simplememberaccessexpression|identifiername1map|routeroute|builderparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1map|routeroute|builderidentifiername0|simplememberaccessexpression|identifiername1map|routeroute|builderparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1map|routeroute|builderidentifiername0|simplememberaccessexpression|identifiername1map|routeroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionarea|routeroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|stringliteralexpressionareaexistscontrolleractionroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionarea|route|with|idroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|stringliteralexpressionareaexistscontrolleractionidroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressiondefaultroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|stringliteralexpressioncontrollerhomeactionindexidroute|builderparameter|parameterlist|methoddeclarationmethod_nameroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namemap|routeidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionarea|routemap|routeidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|stringliteralexpressionareaexistscontrolleractionmap|routeidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionarea|route|with|idmap|routeidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|stringliteralexpressionareaexistscontrolleractionidmap|routeidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressiondefaultmap|routeidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument1|stringliteralexpressioncontrollerhomeactionindexidmap|routeidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namemap|routeidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namemap|routeidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namearea|routestringliteralexpression|argument0|argumentlist|argument1|stringliteralexpressionareaexistscontrolleractionarea|routestringliteralexpression|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameareaexistscontrolleractionstringliteralexpression|argument1|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_namearea|route|with|idstringliteralexpression|argument0|argumentlist|argument1|stringliteralexpressionareaexistscontrolleractionidarea|route|with|idstringliteralexpression|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameareaexistscontrolleractionidstringliteralexpression|argument1|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_namedefaultstringliteralexpression|argument0|argumentlist|argument1|stringliteralexpressioncontrollerhomeactionindexiddefaultstringliteralexpression|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_namecontrollerhomeactionindexidstringliteralexpression|argument1|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclaration|parameterlist|parameterroute|builderroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclaration|parameterlist|parameterroute|builderroute|builderidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclaration|parameterlist|parameterroute|builderroute|builderparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0route|builderroute|builderparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0route|builderroute|builderparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0route|builder<em>,unknown,unknown,2016-08-09
