,RepoID,IssueID,Title_Description,AST,FixedByID,Name,CreatedDate
1541,aspnetcoreWebScrap,4444,iis express in .net core 2.2 doesnt response if add .usekestrel(options = options.addserverheader = false)  describe the bug iis express doesnt response in .net core 2.2 if use a options.addserverheader = false if remove this command all work.   to reproduce steps to reproduce the behavior 1. run dotnet new mvc 2. in program.cs add .usekestrel(options = options.addserverheader = false) 3. in launchsettings.json add ancmhostingmodel inprocess to iis express profile (or do it via visual studio in project debug properties page) 4. run the program on iis express 5. see infinite loading   expected behavior the page opened.   additional context .net core sdk version 2.2.100 windows 10 1809,,unknown,area-servers| servers-iis,2018-05-12
689,aspnetcoreWebScrap,4431,av when loading of hostfxr fails and stdout is enabled original issue   seems to be a problem with fileoutputmanager    debug logs    ,,jkotalik,accepted| area-servers| cost s| servers-iis,2018-05-12
678,aspnetcoreWebScrap,4412,parameterattribute inherited = true can inherited of parameterattribute be set to true? it is useful to be able to use parameters with inherited classes.,,javiercn,done| area-mvc| enhancement| help wanted,2018-05-12
1542,aspnetcoreWebScrap,4445,fromroute only partially decodes certain values the problem iâm having is that we have a code that looks like this ,,rynowak,area-mvc| question,2018-05-12
685,aspnetcoreWebScrap,4422,.net runtime exception objectdisposedexception  describe the bug after upgrading to asp.net core 2.2 we frequently face this error and our website gets restarted. this happens once an hour or so. we had to target 2.1 again to fix this issue. here are the errors from event viewer (in the order they have occurred)    ,,jkotalik,working| area-servers| bug| servers-iis| servers-kestrel,2018-05-12
1077,aspnetcoreWebScrap,15334,,,unknown,area-blazor,2018-05-12
687,aspnetcoreWebScrap,4428,why did we move isystemclock? i am using identityserver and have a service that uses isystemclock. i updated from netcoreapp2.1 to 2.2 and i had to add a namespace to keep uisng isystemclock. should i not be using isystemclock?,,unknown,area-servers,2018-05-12
688,aspnetcoreWebScrap,4429,aspnetcore-tooling build includes unsigned binaries in the vs for mac payload this is a new issue as part of the onboarding to arcade. we probably need to author some custom logic during the signing phase to unzip the mpack sign the binaries and repack it.  i found this as part of a verification pass that the artifacts produced by our build are signed. packages and vsix are appropriately signed ð  ,,ajaybhargavb,area-infrastructure| bug,2018-05-12
1586,aspnetcoreWebScrap,5395,3.0.0 milestone doc checklist below are the docs (with associated issues for docs and/or product) well need to add for 3.0.0.   - [ ] java streaming support 2927 3301  - [ ] client to server streaming .net and ts clients - [ ] c++ client  - [ ] reconnection improvements,,unknown,area-signalr,2018-05-12
1572,aspnetcoreWebScrap,4633,how do i change client_id   client_secret in middleware as beforei have config google oauth client_id   client_secret in startup.cs. then i want change google oauth client_id    client_secret at my custom middleware. how can i do that? ,,haok,area-security,2018-05-12
690,aspnetcoreWebScrap,4432,add an event log message when hostfxr load fails with bitness missmatch original issue,,pakrym,area-servers| servers-iis,2018-05-12
