,RepoID,IssueID,Title_Description,AST,FixedByID,Name,CreatedDate
5273,aspnetcoreWebScrap,8487,updat partner packag consum latest version packag work need near end preview dont leav nswag swashbuckl broken,,dougbu,done| area-mvc| cost xs| feature-code-generation| task,2019-03-13
5267,aspnetcoreWebScrap,8475,system text json base formatt handl invalid charact encod sinc input formatt untrust need anyth special handl invalid encod charact see,,pranavkm,area-mvc| blocked| cost s| task,2019-03-13
5266,aspnetcoreWebScrap,8474,system text json base formatt error handl follow need better error handl pars requir field deseri would like requir featur serial support use case,,ryanbrandenburg,done| area-mvc| cost s| enhancement,2019-03-13
5280,aspnetcoreWebScrap,8499,exot mvc rout throw system indexoutofrangeexcept microsoft aspnetcor rout routevaluedictionari net core applic product azur infrequ come unrecover error necessit site restart notic follow except stack trace appear azur applic insight log hundr time time easili reproduc issu unfortun happen unpredict increasingli likelihood time goe except,,jamesnk,external| area-mvc| investigate,2019-03-14
5283,aspnetcoreWebScrap,8502,inputcheckbox set initi valu describ bug creat inputcheckbox valu true checkbox still uncheck reproduc step reproduc behavior creat simpl compon,<bm>mainvoidpredefinedtype|methoddeclaration|parameterlist|parameter|arraytype|predefinedtypestringvoidpredefinedtype|methoddeclaration|parameterlist|parameterargsvoidpredefinedtype|methoddeclarationmethod_namestringpredefinedtype|arraytype|parameterargsstringpredefinedtype|arraytype|parameter|parameterlist|methoddeclarationmethod_nameargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratorconsent|featureargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratorshow|bannerargsparameter|parameterlist|methoddeclaration|block|localdeclarationstatement|variabledeclaration|variabledeclaratorcookie|stringargsparameter|parameterlist|methoddeclarationmethod_namecontextidentifiername0|simplememberaccessexpression|identifiername1featurescontextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamei|tracking|consent|featurecontextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression|genericname1getcontextidentifiername0|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorconsent|featurefeaturesidentifiername1|simplememberaccessexpression0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamei|tracking|consent|featurefeaturesidentifiername1|simplememberaccessexpression0|simplememberaccessexpression|genericname1getfeaturesidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorconsent|featurei|tracking|consent|featureidentifiername|typeargumentlist|genericnamegeti|tracking|consent|featureidentifiername|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorconsent|featuregetgenericname1|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorconsent|featureconsent|featureidentifiername|conditionalaccessexpression|memberbindingexpression|identifiernamecan|trackconsent|featurevariabledeclarator|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorshow|bannerconsent|featureidentifiername|conditionalaccessexpression|logicalnotexpression|coalesceexpression|equalsvalueclause|variabledeclaratorshow|bannerconsent|featureidentifiername|conditionalaccessexpression|invocationexpression|memberbindingexpression0|identifiernamecreate|consent|cookieconsent|featureidentifiername|conditionalaccessexpression|equalsvalueclause|variabledeclaratorcookie|stringconsent|featurevariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameconsent|featureidentifiername|conditionalaccessexpression|equalsvalueclause|variabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namecan|trackidentifiername|memberbindingexpression|conditionalaccessexpression|logicalnotexpression|coalesceexpression|equalsvalueclause|variabledeclaratorshow|bannershow|bannervariabledeclarator|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorcookie|stringshow|bannervariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namecreate|consent|cookieidentifiername|memberbindingexpression0|invocationexpression|conditionalaccessexpression|equalsvalueclause|variabledeclaratorcookie|stringcookie|stringvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_name<em>,stevesandersonms,area-blazor| investigate,2019-03-14
5288,aspnetcoreWebScrap,8508,compon compil error use cascadingvalu cascadingvalu describ bug build compon librari compon razor start use cascadingvalu cascadingvalu insid compon consum project compon unabl compil fail enum properti style compon error cs argument convert razorclasslib myenum blazor razorclasslib myenum error seem issu blazor namespac witch introduc use cascadingvalu cascadingvalu reproduc step reproduc behavior clone open vs rebuild uncom cascadingvalu cascadingvalu block razorclasslib compon razor rebuild addit context net core sdk reflect global json version preview commit abc runtim environ os name window os version os platform window rid win base path program file dotnet sdk preview host use support version preview commit df net core sdk instal program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk preview program file dotnet sdk net core runtim instal microsoft aspnetcor program file dotnet share microsoft aspnetcor microsoft aspnetcor program file dotnet share microsoft aspnetcor microsoft aspnetcor program file dotnet share microsoft aspnetcor microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app preview program file dotnet share microsoft aspnetcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app preview program file dotnet share microsoft netcor app microsoft windowsdesktop app preview program file dotnet share microsoft windowsdesktop app,,ajaybhargavb,heavy_check_mark resolution duplicate| area-blazor| bug,2019-03-14
6220,aspnetcoreWebScrap,8753,client doesnt handl hub messag dont gener system io invaliddataexcept featur request relat problem pleas describ watch debug messag one signalr client note regular system io invaliddataexcept thrown client debug signalr sourc look like except thrown hub messag client hasnt set handler describ solut youd like situat hub messag receiv handler defin client exit silent ignor hub messag fire except that complet wrong situat must fire except new signalr except noclienthandl string methodnam describ altern youv consid there noth client code event trigger except asynchron action im take addit context problem fire sequenc oper tri match handler argument incom hub messag hubconnect cs near line call tryparsemessag jsonhubprotocol cs near line call parsemessag jsonhubprotocol cs near line call binder getparametertyp handler found getparametertyp return type emptytyp return handler indic treat handler expect zero argument rather handler move,,mikaelm12,area-signalr| help wanted,2019-03-22
6221,aspnetcoreWebScrap,8755,rzc gener exit code describ bug compil error rzc gener exit code reproduc step reproduc behavior use version asp net core server compon net standard target framework client visual studio preview commun creat blank asp net web project blazor hit see error rzc gener exit code expect behavior default project compil run screenshot rzcerror addit context add context problem includ output dotnet info,,pranavkm,area-mvc| question,2019-03-23
7117,aspnetcoreWebScrap,8766,blazor accept accent compon paramet describ bug compon string paramet pass string accent exampl cio accent charact replac reproduc im use compon way asideitem activ true text cio browser appear follow cio,,ajaybhargavb,heavy_check_mark resolution duplicate| area-blazor,2019-03-24
7116,aspnetcoreWebScrap,8764,run templat test templat test fail error like lot error seem relat restor instruct run test vs,<bm>on|selection|changedtaskidentifiername|methoddeclarationmethod_namestringpredefinedtype|castexpression|awaitexpression|invocationexpression|simplememberaccessexpression0|simplememberaccessexpression0|identifiername0js|runtimestringpredefinedtype|castexpression|awaitexpression|invocationexpression|simplememberaccessexpression0|simplememberaccessexpression0|identifiername1currentstringpredefinedtype|castexpression|awaitexpression|invocationexpression|simplememberaccessexpression0|genericname1|typeargumentlist|predefinedtypeobjectstringpredefinedtype|castexpression|awaitexpression|invocationexpression|simplememberaccessexpression0|genericname1invoke|asyncstringpredefinedtype|castexpression|awaitexpression|invocationexpression|argumentlist1|argument0|stringliteralexpressionevalstringpredefinedtype|castexpression|equalsvalueclause|variabledeclaratorresultstringpredefinedtype|castexpression|equalsvalueclause|variabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namejs|runtimeidentifiername0|simplememberaccessexpression|identifiername1currentjs|runtimeidentifiername0|simplememberaccessexpression0|simplememberaccessexpression|genericname1|typeargumentlist|predefinedtypeobjectjs|runtimeidentifiername0|simplememberaccessexpression0|simplememberaccessexpression|genericname1invoke|asyncjs|runtimeidentifiername0|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionevaljs|runtimeidentifiername0|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|awaitexpression|castexpression|equalsvalueclause|variabledeclaratorresultcurrentidentifiername1|simplememberaccessexpression0|simplememberaccessexpression|genericname1|typeargumentlist|predefinedtypeobjectcurrentidentifiername1|simplememberaccessexpression0|simplememberaccessexpression|genericname1invoke|asynccurrentidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionevalcurrentidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|awaitexpression|castexpression|equalsvalueclause|variabledeclaratorresultobjectpredefinedtype|typeargumentlist|genericnameinvoke|asyncobjectpredefinedtype|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionevalinvoke|asyncgenericname1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressionevalinvoke|asyncgenericname1|simplememberaccessexpression0|invocationexpression|awaitexpression|castexpression|equalsvalueclause|variabledeclaratorresultevalstringliteralexpression|argument0|argumentlist|argument1|interpolatedstringexpression|interpolation|simplememberaccessexpression|identifiername1idevalstringliteralexpression|argument0|argumentlist1|invocationexpression|awaitexpression|castexpression|equalsvalueclause|variabledeclaratorresultresultidentifiername0|simplememberaccessexpression|identifiername1splitresultidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressioncresultvariabledeclarator|variabledeclaration|localdeclarationstatement|block|localdeclarationstatement|variabledeclaration|variabledeclaratorselected|keysresultidentifiername0|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorselected|keysresultvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_namesplitidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|stringliteralexpressioncsplitidentifiername1|simplememberaccessexpression0|invocationexpression|equalsvalueclause|variabledeclaratorselected|keyscstringliteralexpression|argument0|argumentlist1|invocationexpression|equalsvalueclause|variabledeclaratorselected|keysselected|keysvariabledeclarator|variabledeclaration|localdeclarationstatement|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1messageselected|keysidentifiername0|simplememberaccessexpression0|invocationexpression|addexpression|stringliteralexpressionselected|keysselected|keysidentifiername0|simplememberaccessexpression|identifiername1aggregateselected|keysidentifiername0|simplememberaccessexpression0|invocationexpression|simplelambdaexpression|parameteriselected|keysidentifiername0|simplememberaccessexpression|identifiername1containsselected|keysidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|invocationexpression|identifiername0get|keyselected|keysvariabledeclarator|variabledeclaration|localdeclarationstatement|block|methoddeclarationmethod_nameapiidentifiername0|simplememberaccessexpression|identifiername1globalapiidentifiername0|simplememberaccessexpression0|simplememberaccessexpression|identifiername1logapiidentifiername0|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1messageglobalidentifiername1|simplememberaccessexpression0|simplememberaccessexpression|identifiername1logglobalidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1messagelogidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1messagelogidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namemessageidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|addexpression|stringliteralexpressionselected|keysmessageidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameselected|keysstringliteralexpression|addexpression|invocationexpression|simplememberaccessexpression0|identifiername1aggregateselected|keysstringliteralexpression|addexpression|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameselected|itemsidentifiername1|simplememberaccessexpression0|simplememberaccessexpression|identifiername1resetselected|itemsidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameresetidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|invocationexpression|simplememberaccessexpression0|identifiername1whereresetidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameitemsidentifiername1|simplememberaccessexpression0|simplememberaccessexpression|identifiername1whereitemsidentifiername1|simplememberaccessexpression0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplelambdaexpression|parameteriwhereidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplelambdaexpression|parameteriiparameter|simplelambdaexpression|invocationexpression|simplememberaccessexpression0|identifiername1containsiparameter|simplelambdaexpression|invocationexpression|argumentlist1|argument0|invocationexpression|identifiername0get|keyiidentifiername|argument0|argumentlist1|invocationexpression|identifiername0get|keycontainsidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|invocationexpression|identifiername0get|key<em><bm>should|renderboolpredefinedtype|methoddeclarationmethod_name<em><bm>on|after|render|asynctaskidentifiername|methoddeclarationmethod_nameselect|picker|asyncidentifiername0|invocationexpression|argumentlist1|argument0|simplememberaccessexpression|identifiername1idselect|picker|asyncidentifiername0|invocationexpression|awaitexpression|expressionstatement|block|methoddeclarationmethod_nameon|after|render|asyncidentifiername1|simplememberaccessexpression0|invocationexpression|awaitexpression|expressionstatement|block|methoddeclarationmethod_name<em>,ryanbrandenburg,done| area-mvc| cost xs| task,2019-03-24
7119,aspnetcoreWebScrap,8768,signalr preview work android xamarin form project system typeloadexcept could load type field system text json utf jsonwrit datetimestandardformat attempt connect preview signalr servic use azur signalr servic use android xamarin form applic give follow except,,brennanconroy,accepted| area-signalr| blocked| bug| cost 0,2019-03-24
7120,aspnetcoreWebScrap,8769,browserlink caus reload browser fail razorcompon app describ bug ad browser link startup cs razorcompon app work properli public void configur iapplicationbuild app iwebhostenviron env env isdevelop app usedeveloperexceptionpag app usebrowserlink forc reload browser chrome use shift reload icon caus imag use microsoft visualstudio web browserlink,,jodavis,external| area-mvc| investigate,2019-03-24
7144,aspnetcoreWebScrap,8802,produc signalr dotnet new templat bradygast drive work team need provid feedback,,bradygaster,area-signalr| cost m| task,2019-03-25
